consola,genero,lanzamiento,titulo,upc
360,Rol/Estrategia/Destreza,NO CONFIRMADO,TOO HUMAN,882224449717-0-00000-0
360,Deportes,01/01/2006,MADDEN 09 A. COLLECTOR E,014633191080-0-00000-0
360,Deportes,NO CONFIRMADO,MADDEN NFL 09,014633156003-0-00000-0
PSP,Deportes,12/05/2009,MADDEN 09,014633155044-0-00000-0
PS3,Deportes,NO CONFIRMADO,MADDEN 09,014633154627-0-00000-0
NDS,Deportes,12/05/2009,MADDEN 09,014633153415-0-00000-0
360,Rol/Estrategia/Destreza,NO CONFIRMADO,COMMAND AND CONQUER: KANE'S WRATH,014633155730-0-00000-0
NDS,Rol/Estrategia/Destreza,08/05/2009,TRAUMA CENTER: UNDER THE KNIFE,730865400171-0-00000-0
WII,Deportes,11/05/2009,WE LOVE GOLF,013388350063-0-00000-0
PCS,Rol/Estrategia/Destreza,09/10/2007,SPORE,014633153521-0-00000-0
PS3,Deportes,15/07/2008,NCAA FOOTBALL 09,014633154610-0-00000-0
PS3,Peleas,NO CONFIRMADO,SOUL CALIBUR 4,722674110075-0-00000-0
360,Peleas,NO CONFIRMADO,SOUL CALIBUR IV,722674210058-0-00000-0
PSP,Accion,11/05/2009,HELLBOY: SCIENCE OF EVIL,083717260349-0-00000-0
PS3,Accion,NO CONFIRMADO,HELLBOY SCIENCE OF EVIL,083717201595-0-00000-0
360,Accion,NO CONFIRMADO,HELLBOY: SCIENCE OF EVIL,083717300625-0-00000-0
PSP,Peleas,08/05/2009,NARUTO ULTIMATE NINJA HEROES 2,722674150286-0-00000-0
PS3,Deportes,08/07/2008,BEIJING OLYMPICS 08,010086690187-0-00000-0
360,Deportes,01/01/2006,BEIJING OLYMPICS 2008 -360,010086680270-0-00000-0
360,Peleas,01/01/2006,DRAGON BALL Z BURST LIMIT -360,742725276260-0-00000-0
PS3,Peleas,NO CONFIRMADO,DRAGON BALL Z BURST LIMIT,742725276277-0-00000-0
360,Disparos,10/03/2008,BATTLEFIELD BAD COMPANY,014633155761-0-00000-0
PS3,Disparos,23/06/2008,BATTLEFIELD BAD COMPANY,014633154375-0-00000-0
WII,Aventura,NO CONFIRMADO,LEGO INDIANA JONES,023272333638-0-00000-0
WII,Musical,01/01/2006,GUITAR HERO AEROSMITH SFW,047875953635-0-00000-0
PSP,Aventura,12/05/2009,LEGO INDIANA JONES,023272333393-0-00000-0
PS3,Aventura,NO CONFIRMADO,LEGO INDIANA JONES,023272333386-0-00000-0
PS3,Musical,NO CONFIRMADO,GUITAR HERO AEROSMITH SOFTWARE,047875953932-0-00000-0
PS3,Disparos,NO CONFIRMADO,ENEMY TERRITORY QUAKE WARS,047875819719-0-00000-0
PS2,Musical,01/01/2006,GUITAR HERO AEROSMITH,047875954359-0-00000-0
NDS,Aventura,12/05/2009,LEGO INDIANA JONES,023272333614-0-00000-0
360,Aventura,NO CONFIRMADO,LEGO INDIANA JONES THE ORIGINAL ADVENTURES,023272333768-0-00000-0
360,Musical,02/08/2010,GUITAR HERO: AEROSMITH SOFTWARE,047875954236-0-00000-0
360,Disparos,12/05/2009,ENEMY TERRITORY: QUAKE WARS,047875833517-0-00000-0
NDS,Rol/Estrategia/Destreza,12/05/2009,PROFESSOR LAYTON AND THE CURIOUS VILLAGE,045496739270-0-00000-0
360,Accion,01/01/2006,ALONE IN THE DARK,742725273894-0-00000-0
WII,Accion,NO CONFIRMADO,ALONE IN THE DARK,742725275980-0-00000-0
PS2,Accion,08/05/2009,ALONE IN THE DARK,742725276284-0-00000-0
360,Musical,01/01/2006,GUITAR HERO AEROSMITH,047875953659-0-00000-0
PS3,Musical,28/06/2008,GUITAR HERO AEROSMITH GUITAR BUNDLE,047875953550-0-00000-0
WII,Musical,09/10/2007,GUITAR HERO AEROSMITH GUITAR BUNDLE,047875953772-0-00000-0
PS2,Musical,01/01/2006,GUITAR HERO AEROSMITH 2PK,047875954076-0-00000-0
NDS,Musical,27/05/2009,GUITAR HERO ON TOUR,047875953512-0-00000-0
NDS,Aventura,08/05/2009,AMERICAN GIRL,785138361680-0-00000-0
360,Deportes,01/01/2006,TOP SPIN 3,710425393709-0-00000-0
360,Disparos,01/01/2006,BAD COMPANY BTTLFLD GOLD,014633159363-0-00000-0
PS3,Peleas,08/05/2009,SOUL CALIBUR 4 PREMIUM EDITION,722674110150-0-00000-0
360,Peleas,01/01/2006,SOUL CALIBUR IV PREM. ED,722674210188-0-00000-0
NDS,Aventura,08/05/2009,WACKY RACES: CRASH &amp; DASH,788687400558-0-00000-0
WII,Aventura,08/05/2009,WACKY RACES,788687300100-0-00000-0
360,Aventura,NO CONFIRMADO,KUNG FU PANDA,047875833753-0-00000-0
WII,Aventura,NO CONFIRMADO,KUNG FU PANDA,047875833777-0-00000-0
PS2,Aventura,01/01/2006,KUNG FU PANDA,047875833715-0-00000-0
360,Disparos,NO CONFIRMADO,GEARS OF WAR 2,882224720595-0-00000-0
360,Disparos,07/11/2008,GEARS OF WAR 2 LIMITED EDITION,882224720625-0-00000-0
PS3,Vehiculos,10/06/2008,NASCAR 09,014633154603-0-00000-0
PS2,Vehiculos,01/01/2006,NASCAR 09,014633158014-0-00000-0
360,Aventura,NO CONFIRMADO,WALL-E,752919550359-0-00000-0
PSP,Aventura,08/05/2009,WALL-E,752919480465-0-00000-0
PS3,Aventura,NO CONFIRMADO,WALL-E,752919990452-0-00000-0
PS2,Aventura,01/01/2006,WALL-E,752919461303-0-00000-0
WII,Aventura,08/05/2009,WALL-E,785138301457-0-00000-0
NDS,Aventura,08/05/2009,WALL-E,785138361567-0-00000-0
360,Aventura,01/01/2006,INCREDIBLE HULK,010086680225-0-00000-0
PS3,Aventura,NO CONFIRMADO,THE INCREDIBLE HULK,010086690149-0-00000-0
NDS,Aventura,08/05/2009,LOONEY TUNES DUCK AMUCK,788687400497-0-00000-0
PS3,Disparos,NO CONFIRMADO,METAL GEAR SOLID 4,083717201601-0-00000-0
WII,Rol/Estrategia/Destreza,12/05/2009,BOOM BLOX,014633155471-0-00000-0
PS3,Deportes,NO CONFIRMADO,UEFA EUROCUP 2008,014633154412-0-00000-0
PS2,Deportes,01/01/2006,UEFA EURO 2008,014633157994-0-00000-0
PSP,Deportes,12/05/2009,UEFA EUROCUP 2008,014633155013-0-00000-0
PS3,Aventura,NO CONFIRMADO,CHRONICLES OF NARNIA: PRINCE CASPIAN,712725003326-0-00000-0
360,Aventura,NO CONFIRMADO,THE CHRONICLES OF NARNIA: PRINCE CASPIAN,712725004668-0-00000-0
WII,Deportes,12/05/2009,WII FIT WITH BALANCE BOARD,045496901080-0-00000-0
NDS,Accion,12/05/2009,NINJA GAIDEN: DRAGON SWORD,018946010526-0-00000-0
PS2,Vehiculos,01/01/2006,NEED FOR SPEED CARBON,014633152678-0-00000-0
PS2,Peleas,01/01/2006,NARUTO ULTIMATE NINJA 3,722674100694-0-00000-0
NDS,Simulacion,11/05/2009,ANNO 1701,008888164005-0-00000-0
PSP,Peleas,12/05/2009,DEF JAM FIGHT FOR NEW YORK,014633191059-0-00000-0
NDS,Aventura,08/05/2009,CHRONICLES OF NARNIA: PRINCE CASPIAN,712725003890-0-00000-0
WII,Musical,NO CONFIRMADO,BATTLE OF THE BANDS,785138301570-0-00000-0
NDS,Accion,11/05/2009,IRON MAN,010086670141-0-00000-0
360,Accion,NO CONFIRMADO,IRON MAN,010086680218-0-00000-0
PS3,Vehiculos,NO CONFIRMADO,GRAN TURISMO 5 PROLOGUE,711719815822-0-00000-0
PS2,Musical,01/01/2006,ROCK BAND SOFTWARE,014633159172-0-00000-0
PS3,Musical,12/05/2009,ROCK BAND SOFTWARE,014633158700-0-00000-0
NDS,Rol/Estrategia/Destreza,12/05/2009,POKEMON MISTERY DUNGEON: EXPLORERS OF DARKNESS,045496739683-0-00000-0
NDS,Rol/Estrategia/Destreza,12/05/2009,POKEMON MYSTERY DUNGEON: EXPLORERS OF TIME,045496739669-0-00000-0
NDS,Musical,09/10/2007,HIGH SCHOOL MUSICAL 2,712725005054-0-00000-0
NDS,Aventura,08/05/2009,CORY IN THE HOUSE,712725004545-0-00000-0
PS3,Disparos,NO CONFIRMADO,HAZE,008888343851-0-00000-0
360,Accion,NO CONFIRMADO,NINJA GAIDEN 2,882224626668-0-00000-0
360,Musical,01/01/2006,GUITAR HERO III L.O.R,047875951310-0-00000-0
PS2,Aventura,01/01/2006,SONIC MEGA COLLECTION,010086630619-0-00000-0
PS2,Aventura,01/01/2006,SHADOW THE HEDGEHOG,010086630879-0-00000-0
PSP,Rol/Estrategia/Destreza,11/05/2009,FINAL FANTASY VII: CRISIS CORE,662248907222-0-00000-0
PS3,Disparos,NO CONFIRMADO,CONDEMNED 2 BLOODSHOT,010086690125-0-00000-0
NDS,Aventura,12/05/2009,BEE MOVIE,047875830912-0-00000-0
360,Musical,11/05/2009,AMERICAN IDOL ENCORE BUNDLE,083717250715-0-00000-0
PS2,Musical,11/05/2009,AMERICAN IDOL ENCORE,083717201588-0-00000-0
PS2,Musical,01/01/2006,AMERICAN IDOL ENCORE B,083717250630-0-00000-0
360,Vehiculos,NO CONFIRMADO,UNIVERSE AT WAR: EARTH ASSAULT,010086680195-0-00000-0
PS3,Accion,11/05/2009,VIKING BATTLE FOR ASGARD,010086690156-0-00000-0
PS3,Disparos,NO CONFIRMADO,TOM CLANCYS RAINBOW SIX VEGAS 2,008888343950-0-00000-0
PS3,Disparos,NO CONFIRMADO,DARK SECTOR,879278130005-0-00000-0
360,Disparos,NO CONFIRMADO,DARK SECTOR,879278210004-0-00000-0
PS2,Peleas,01/01/2006,WWE SUPER STAR SERIES,752919461273-0-00000-0
NDS,Aventura,08/05/2009,LETS RIDE FRIENDS FOREVER,785138361468-0-00000-0
360,Disparos,NO CONFIRMADO,RAINBOW SIX VEGAS 2,008888523956-0-00000-0
360,Disparos,11/05/2009,CONDEMNED 2 BLOODSHOT,010086680201-0-00000-0
360,Deportes,01/01/2006,SEGA SUPERSTARS TENNIS,010086680249-0-00000-0
WII,Deportes,NO CONFIRMADO,SEGA SUPER STARS TENNIS,010086650150-0-00000-0
PS3,Deportes,11/05/2009,SEGA SUPERSTARS TENNIS,010086690163-0-00000-0
NDS,Deportes,11/05/2009,SEGA SUPERSTARS TENNIS,010086670172-0-00000-0
PS3,Musical,01/01/2006,ROCK BAND SPECIAL EDITION,014633159141-0-00000-0
PS2,Musical,11/05/2009,BUZZ! THE HOLLYWOOD QUIZ,711719763321-0-00000-0
PS2,Musical,11/05/2009,BUZZ! JUNIOR: ROBO JAM,711719763420-0-00000-0
PS2,Musical,01/01/2006,BUZZ JR. ROBO JAM,711719759720-0-00000-0
NDS,Rol/Estrategia/Destreza,11/05/2009,FINAL FANTASY CHRONICLES: RING OF FATES,662248907215-0-00000-0
WII,Vehiculos,12/05/2009,MARIO KART WITH WII WHEEL,045496901004-0-00000-0
PS3,Accion,29/04/2008,GRAND THEFT AUTO IV SPECIAL EDITION,710425372414-0-00000-0
360,Accion,01/01/2006,GRAND THEFT AUTO IV SE,710425392429-0-00000-0
PS3,Accion,NO CONFIRMADO,GRAND THEFT AUTO IV,710425370113-1-00000-1
360,Accion,NO CONFIRMADO,GRAND THEFT AUTO IV,710425390128-1-00007-0
360,Accion,01/01/2006,CRACKDOWN   CONTROL.-360,750110976003-0-00000-0
WII,Disparos,11/05/2009,HOUSE OF THE DEAD 2 &amp; 3 RETURN,010086650167-0-00000-0
NDS,Rol/Estrategia/Destreza,11/05/2009,MISTERY DUNGEON SHIREN THE WANDERER,010086670165-0-00000-0
360,Musical,12/05/2009,ROCK BAND SPECIAL EDITION,014633159110-0-00000-0
WII,Simulacion,NO CONFIRMADO,SEGA BASS FISHING,010086650105-0-00000-0
PS3,Disparos,NO CONFIRMADO,THE CLUB,010086690118-0-00000-0
WII,Rol/Estrategia/Destreza,NO CONFIRMADO,NINJA REFLEX,014633159219-0-00000-0
PSP,Accion,11/05/2009,GOD OF WAR CHAIN OF THE OLYMPUS,711719865322-0-00000-0
NDS,Rol/Estrategia/Destreza,11/05/2009,BRAIN ASSIST,010086670189-0-00000-0
360,Disparos,11/05/2009,THE CLUB,010086680164-0-00000-0
NDS,Simulacion,11/05/2009,PETZ BUNNYZ,008888164166-0-00000-0
WII,Accion,01/01/2006,BULLY SCHOLARSHIP ED,710425342998-0-00000-0
360,Accion,NO CONFIRMADO,BULLY SCHOLARSHIP ED,710425392986-0-00000-0
PS3,Disparos,04/03/2008,ARMY OF TWO,014633154405-0-00000-0
PS3,Accion,NO CONFIRMADO,LOST,008888343813-0-00000-0
360,Accion,NO CONFIRMADO,LOST,008888523819-0-00000-0
NDS,Simulacion,11/05/2009,PETZ WILD ANIMAL TIGERZ,008888163961-0-00000-0
PS3,Disparos,NO CONFIRMADO,TURNING POINT FALL OF LIBERTY,767649401819-0-00000-0
360,Disparos,08/05/2009,TURNING POINT FALL OF LIBERTY,767649401802-0-00000-0
PS3,Disparos,NO CONFIRMADO,LOST PLANET EXTREME,013388340026-0-00000-0
WII,Peleas,NO CONFIRMADO,SUPER SMASH BROS BRAWL,045496900397-0-00000--1
PS3,Accion,05/02/2008,DEVIL MAY CRY 4,013388340019-0-00000-0
WII,Rol/Estrategia/Destreza,11/05/2009,DRAGON QUEST SWORDS: THE MASKED QUEEN &amp; THE TOWER OF MIRRORS,662248907208-0-00000-0
360,Deportes,01/01/2006,PRO EVOLUTION SOCCER 08,083717300663-0-00000-0
PSP,Deportes,11/05/2009,PRO EVOLUTION SOCCER 08,083717260431-0-00000-0
WII,Deportes,NO CONFIRMADO,PRO EVOLUTION SOCCER 08,083717400639-0-00000-0
PS3,Deportes,01/01/2006,PRO EVOLUTION SOCCER 08,083717201656-0-00000-0
NDS,Deportes,11/05/2009,PRO EVOLUTION SOCCER 08,083717241355-0-00000-0
360,Accion,NO CONFIRMADO,DEVIL MAY CRY 4,013388330041-0-00000-0
360,Disparos,NO CONFIRMADO,FRONTLINES FUEL OF WAR,752919550052-0-00000-0
360,Rol/Estrategia/Destreza,08/05/2009,LOST ODISSEY,882224625418-0-00000-0
NDS,Rol/Estrategia/Destreza,12/05/2009,ADVANCE WARS DAYS OF RUIN,045496739447-0-00000-0
360,Disparos,01/01/2006,CONFLICT DENIED OPS,788687200547-0-00000-0
NDS,Deportes,12/05/2009,FIFA STREET 3,014633157659-0-00000-0
PS3,Deportes,NO CONFIRMADO,FIFA STREET 3,014633154214-0-00000-0
360,Deportes,NO CONFIRMADO,FIFA STREET 3,014633155617-0-00000-0
PSP,Vehiculos,12/05/2009,NEED FOR SPEED PROSTREET,014633157529-0-00000-0
NDS,Simulacion,08/05/2009,MY HORSE &amp; ME,742725275973-0-00000-0
PS2,Vehiculos,01/01/2006,MICRO MACHINES,767649401314-0-00000-0
NDS,Rol/Estrategia/Destreza,09/10/2007,POKEMON TROZEI,045498737146-0-00000-0
XBX,Musical,01/01/2006,DDR ULTRAMIX 3,R083717250456-0-00000-0
360,Musical,01/01/2006,SCENE IT?,882224600101-0-00000-0
360,Rol/Estrategia/Destreza,NO CONFIRMADO,BLUE DRAGON,882224559201-0-00000-0
360,Vehiculos,08/05/2009,PROJECT GOTHAM RACING 4,882224523523-0-00000-0
360,Simulacion,08/05/2009,VIVA PIÑATA PARTY ANIMALS,882224523332-0-00000-0
360,Rol/Estrategia/Destreza,NO CONFIRMADO,KINGDOM UNDER FIRE: CIRCLE OF DOOM,882224520584-0-00000-0
360,Disparos,01/01/2006,HALO 3 LEGENDARY SP,882224508070-0-00000-0
360,Disparos,01/01/2006,HALO 3 COLL. ED,882224508063-0-00000-0
360,Disparos,NO CONFIRMADO,HALO 3,882224508056-1-00002-1
360,Accion,01/01/2006,VAMPIRE RAIN,882224468688-0-00000-0
360,Vehiculos,NO CONFIRMADO,PROJECT SYLPHEED,882224436076-0-00000-0
360,Vehiculos,11/05/2009,FORZA MOTORSPORT 2 COLLECTOR`S EDITION,882224319157-0-00000-0
360,Rol/Estrategia/Destreza,NO CONFIRMADO,VIVA PINATA SPANISH,882224277297-0-00000-0
360,Disparos,NO CONFIRMADO,CRACKDOWN,882224260626-0-00000-0
360,Disparos,NO CONFIRMADO,GEARS OF WAR,882224260008-1-00013-20
360,Accion,NO CONFIRMADO,NINETY NINE NIGHTS,882224223294-0-00000-0
360,Peleas,NO CONFIRMADO,DEAD OR ALIVE 4,882224079839-0-00000-0
360,Vehiculos,NO CONFIRMADO,PROJECT GOTHAM RACING 3,882224076234-0-00000-0
360,Disparos,08/05/2009,PERFECT DARK ZERO,882224075794-0-00000-0
NDS,Aventura,11/05/2009,ED EDD &amp; EDDY SCAM OF THE CENTURY,879278320062-0-00000-0
360,Disparos,08/05/2009,EARTH DEFENSE FORCE 2017,879278210011-0-00000-0
PSP,Rol/Estrategia/Destreza,09/10/2007,FRANTIX,814582409225-0-00000-0
PS2,Rol/Estrategia/Destreza,NO CONFIRMADO,EVERQUEST ONLINE GAME C.-PS2,814582403223-1-00000-0
PS2,Rol/Estrategia/Destreza,01/01/2006,EVERQUEST ONLINE.-PS2,814582403124-0-00000-0
XBX,Disparos,01/01/2006,HALO 2,805529894150-0-00000-0
NDS,Simulacion,08/05/2009,ARTIC TALE,802068101275-0-00000-0
WII,Deportes,08/05/2009,BALLS OF FURY,802068101220-0-00000-0
NDS,Deportes,08/05/2009,BALLS OF FURY,802068101213-0-00000-0
NDS,Aventura,08/05/2009,MARCH OF THE PENGUINS,802068101053-0-00000-0
NDS,Rol/Estrategia/Destreza,NO CONFIRMADO,LIONEL TRAINS ON TRACKS,802068101008-0-00000-0
NDS,Aventura,08/05/2009,ORIGINAL FRIZBEE DISC SPORTS &amp; GOLF,802068100957-0-00000-0
NDS,Deportes,05/06/2009,WIFFLE BALL,802068100940-0-00000-0
NDS,Aventura,09/10/2007,PRINCESS NATASHA,802068100780-0-00000-0
PS2,Accion,01/01/2006,TOMB RAIDER ANNIVERSARY,788687500609-0-00000-0
NDS,Disparos,08/05/2009,GLORY DAYS 2,788687400466-0-00000-0
NDS,Accion,08/05/2009,PRISM LIGHT THE WAY,788687400398-0-00000-0
PSP,Accion,09/10/2007,300 MARCH TO GLORY,788687400374-0-00000-0
NDS,Rol/Estrategia/Destreza,08/05/2009,ZENDOKU,788687400343-0-00000-0
PSP,Rol/Estrategia/Destreza,NO CONFIRMADO,DINER DASH,788687400336-0-00000-0
PSP,Accion,20/11/2009,TOMB RAIDER ANNIVERSARY,788687400084-0-00000-0
WII,Accion,08/05/2009,TOMB RAIDER ANNIVERSARY,788687300087-0-00000-0
360,Accion,01/01/2006,JUST CAUSE,788687200523-0-00000-0
360,Disparos,01/01/2006,KANE &amp; LYNCH DEAD MEN,788687200417-0-00000-0
NDS,Rol/Estrategia/Destreza,08/05/2009,ARE YOU SMARTER THAN A 5TH GRADER,785138361437-0-00000-0
NDS,Aventura,08/05/2009,SPONGEBOB SQUAREPANTS ATLANTIS SQUAREPANTS,785138361369-0-00000-0
NDS,Aventura,08/05/2009,RATATOUILLE FOOD FRENZY,785138361321-0-00000-0
NDS,Aventura,08/05/2009,DRAWN TO LIFE,785138361314-0-00000-0
NDS,Aventura,08/05/2009,RATATOUILLE,785138361222-0-00000-0
NDS,Accion,08/05/2009,AVATAR THE LAST AIRBENDER,785138361161-0-00000-0
NDS,Aventura,08/05/2009,SPONGEBOB CREATURE FROM KRUSTY KRAB,785138361154-0-00000-0
NDS,Vehiculos,11/05/2009,CARS,785138361123-0-00000-0
NDS,Rol/Estrategia/Destreza,05/06/2009,PING PALS,785138361000-0-00000-0
GBA,Aventura,01/01/2006,BRATZ THE MOVIE,785138322551-0-00000-0
GBA,Aventura,01/01/2006,BRATZ FOREVER DIAMONDZ,785138322414-0-00000-0
GBA,Aventura,01/01/2006,UNFABULOUS,785138322308-0-00000-0
WII,Aventura,08/05/2009,SPONGEBOB SQUAREPANTS ATLANTIS SQUAREPANTS,785138301334-0-00000-0
WII,Accion,NO CONFIRMADO,AVATAR: BURNING EARTH,785138301310-0-00000-0
WII,Vehiculos,08/05/2009,CARS MATERNATIONAL,785138301303-0-00000-0
WII,Peleas,08/05/2009,WWE SMACKDOWN VS RAW 08,785138301280-0-00000-0
PS3,Vehiculos,NO CONFIRMADO,DIRT,767649401567-0-00000-0
PS3,Aventura,NO CONFIRMADO,RATATOUILLE,752919990179-0-00000-0
360,Accion,NO CONFIRMADO,AVATAR BURNING EARTH,752919550274-0-00000-0
360,Vehiculos,01/01/2006,MX VS ATV UNTAMED,752919550267-0-00000-0
360,Peleas,01/01/2006,WWE SMACKDOWN VS RAW 08,752919550243-0-00000-0
360,Rol/Estrategia/Destreza,01/01/2006,TETRIS EVOLUTION,752919550199-0-00000-0
360,Vehiculos,08/05/2009,CARS,752919550069-0-00000-0
360,Peleas,01/01/2006,WWE SMACKDOWN VS RAW 07,752919550045-0-00000-0
360,Accion,NO CONFIRMADO,SAINTS ROW,752919550021-0-00000-0
XBX,Disparos,01/01/2006,FULL SPECTRUM WARR.10 HA,752919520543-0-00000-0
PSP,Peleas,09/10/2007,WWE SMACKDOWN VS RAW 08,752919480373-0-00000-0
PSP,Vehiculos,08/05/2009,JUICED 2 HOT IMPORT NIGHTS,752919480335-0-00000-0
PSP,Aventura,08/05/2009,SPONGE BOB YELLOW AVENGER,752919480212-0-00000-0
PS2,Vehiculos,01/01/2006,MX VS ATV UNTAMED,752919461235-0-00000-0
PS2,Aventura,01/01/2006,BRATZ THE MOVIE,752919461181-0-00000-0
PS2,Vehiculos,01/01/2006,STUNTMAN IGNITION,752919461112-0-00000-0
PS2,Accion,01/01/2006,THE SOPRANOS,752919461020-0-00000-0
PS2,Aventura,01/01/2006,BRATZ FOREVER DIAMONDZ,752919461013-0-00000-0
PS2,Peleas,01/01/2006,WWE SMACKDOWN VS RAW 07,752919460955-0-00000-0
PS2,Aventura,01/01/2006,SPONGEBOB LIGHTS C. P,752919460726-0-00000-0
NDS,Aventura,08/05/2009,DRAGON BALL Z HARUKANARU DENSETSU,742725275355-0-00000-0
PSP,Accion,08/05/2009,HOT PIXEL,742725273917-0-00000-0
PSP,Peleas,08/05/2009,DRAGON BALL Z SHIN BUDOKAI,742725271852-0-00000-0
XBX,Accion,01/01/2006,MATRIX PATH OF NEO,742725264960-0-00000-0
PS2,Aventura,01/01/2006,BUN. SDBZ SPIDER3 RRR,742704780088-0-00000-0
NDS,Rol/Estrategia/Destreza,08/05/2009,DEEP LABYRINTH,730865400041-0-00000-0
NDS,Rol/Estrategia/Destreza,08/05/2009,GUMPEY,722674700160-0-00000-0
360,Rol/Estrategia/Destreza,NO CONFIRMADO,ETERNAL SONATA,722674210096-0-00000-0
360,Rol/Estrategia/Destreza,NO CONFIRMADO,BEAUTIFUL KATAMARY,722674210072-0-00000-0
PSP,Peleas,08/05/2009,NARUTO ULTIMATE NINJA HEROES,722674150262-0-00000-0
PS3,Disparos,08/05/2009,TIME CRISIS 4,722674110051-0-00000-0
PS2,Rol/Estrategia/Destreza,01/01/2006,TALES OF LEGENDIA,722674100342-0-00000-0
PSP,Rol/Estrategia/Destreza,08/05/2009,INNOCENT LIFE A FUTURISTIC HARVEST MOON,719593110026-0-00000-0
NDS,Aventura,08/05/2009,POWER RANGERS SUPER LEGENDS,712725004460-0-00000-0
PS2,Musical,01/01/2006,HGH SCHOOL MUSIC. SNG IT,712725003739-0-00000-0
WII,Musical,08/05/2009,HIGH SCHOOL MUSICAL SING IT,712725003692-0-00000-0
WII,Accion,08/05/2009,PIRATES OF CARIBBEAN: AT WORLDS END,712725003685-0-00000-0
360,Accion,NO CONFIRMADO,PIRATES OF THE CARIBBEAN: AT WORLD'S END,712725003678-0-00000-0
NDS,Aventura,08/05/2009,ENCHANTED ONCE UPON ADALASIA,712725003647-0-00000-0
360,Aventura,NO CONFIRMADO,MEET THE ROBINSONS,712725003593-0-00000-0
PSP,Accion,09/10/2007,PIRATES OF CARIBBEAN: AT WORLDS END,712725003555-0-00000-0
PS2,Musical,08/05/2009,HIGH SCHOOL MUSICAL SING IT,712725003517-0-00000-0
NDS,Musical,NO CONFIRMADO,HIGH SCHOOL MUSICAL,712725003500-0-00000-0
PS2,Aventura,01/01/2006,DISNEY PRNCSS ENCHANTED J,712725003494-0-00000-0
NDS,Aventura,11/05/2009,PIRATES OF CARIBBEAN: AT WORLDS END,712725003333-0-00000-0
PSP,Rol/Estrategia/Destreza,11/05/2009,EVERY EXTEND EXTRA,712725003241-0-00000-0
PSP,Rol/Estrategia/Destreza,11/05/2009,LUMINES 2,712725003234-0-00000-0
GBA,Aventura,01/01/2006,THE WILD,712725002831-0-00000-0
NDS,Aventura,11/05/2009,SPECTROBES,712725002763-0-00000-0
GBA,Aventura,01/01/2006,THAT SO RAVEN 2 SUPER NAT,712725002237-0-00000-0
PS2,Accion,01/01/2006,PIRATES OF CARIBBEAN 3,712725002152-0-00000-0
XBX,Aventura,01/01/2006,CHICKEN LITTLE,712725001889-0-00000-0
360,Aventura,01/01/2006,BUN. POCAWE SCDA SI,712700887529-0-00000-0
PSP,Rol/Estrategia/Destreza,11/05/2009,LOCO ROCO,711719866220-0-00000-0
PSP,Disparos,11/05/2009,SOCOM TACTICAL STRIKE,711719864929-0-00000-0
PSP,Vehiculos,11/05/2009,ATV OFFROAD RACING,711719864820-0-00000-0
PSP,Disparos,11/05/2009,KILLZONE LIBERATION,711719864622-0-00000-0
PSP,Disparos,11/05/2009,SYPHON FILTER DARK MIRROR,711719864127-0-00000-0
PSP,Aventura,11/05/2009,RATCHET &amp; CLANK SIZE MATTERS,711719863328-0-00000-0
PSP,Peleas,09/10/2007,THE CON,711719862123-0-00000-0
PSP,Aventura,11/05/2009,DAXTER,711719861829-0-00000-0
PSP,Disparos,11/05/2009,SOCOM FIRETEAM BRAVO,711719861522-0-00000-0
PSP,Vehiculos,11/05/2009,WIPEOUT PURE,711719861225-0-00000-0
PSP,Aventura,09/10/2007,APE ESCAPE ON THE LOOSE,711719860921-0-00000-0
PSP,Disparos,02/10/2007,SYPHON FILTER LOGANS SHADOW,711719860624-0-00000-0
PSP,Vehiculos,11/05/2009,TWISTED METAL HEAD ON,711719860129-0-00000-0
PS3,Vehiculos,NO CONFIRMADO,F1 CHAMPIONSHIP EDITION.,711719814221-0-00000-0
PS3,Vehiculos,NO CONFIRMADO,MOTORSTORM.,711719813729-0-00000-0
PS3,Accion,NO CONFIRMADO,HEAVENLY SWORD.,711719813224-0-00000-0
PS3,Aventura,NO CONFIRMADO,RATCHET &amp; CLANK FUTURE: TOOLS OF DESTRUCTION,711719812722-0-00000-0
PS3,Accion,NO CONFIRMADO,LAIR,711719811220-0-00000-0
PS3,Disparos,11/05/2009,RESISTANCE FALL OF MAN.,711719810728-1-00000-0
PS3,Accion,NO CONFIRMADO,UNCHARTED DRAKES FORTUNE,711719810322-0-00000-0
PS2,Accion,11/05/2009,GOD OF WAR 2,711719748120-0-00000-0
PS2,Accion,18/10/2005,SHADOW OF THE COLOSSUS,711719747222-0-00000-0
PS2,Aventura,01/01/2006,RATCHET DEADLOCKED,711719746522-0-00000-0
PS2,Vehiculos,01/01/2006,ATV OFFROAD 3,711719740520-0-00000-0
PS2,Disparos,02/11/2004,KILLZONE,711719740223-0-00000-0
PS2,Accion,11/05/2009,GOD OF WAR,711719739920-0-00000-0
PS2,Aventura,01/01/2006,RATCHET &amp; CLANK 3,711719735250-0-00000-0
PS2,Aventura,01/01/2006,JAK III,711719733027-0-00000-0
PS2,Vehiculos,01/01/2006,GRAN TURISMO 4,711719732822-0-00000-0
PS2,Accion,01/01/2006,JET LI RISE TO HONOR,711719727927-0-00000-0
360,Rol/Estrategia/Destreza,NO CONFIRMADO,THE ELDERS SCROLLS IV: OBLIVION,710425390135-0-00000-0
